1552165492954,77,11399,4,3.231,4.021,0.259,5,3.053,6,4.185,7,3.855,9,2.604,
1552165492990,36,11435,4,3.231,4.021,0.259,5,3.053,6,4.185,7,3.855,9,2.604,
1552165492990,0,11435,4,3.231,4.021,0.259,5,3.053,6,4.185,7,3.855,9,2.604,
1552165493050,60,11495,4,3.231,4.021,0.259,5,3.053,6,4.185,7,3.855,9,2.604,
1552165493073,23,11518,4,3.231,4.021,0.259,5,3.052,6,4.185,7,3.855,9,2.604,
1552165493154,81,11599,4,3.231,4.021,0.259,5,3.052,6,4.185,7,3.855,9,2.604,
1552165493158,4,11603,4,3.231,4.021,0.259,5,3.052,6,4.185,7,3.855,9,2.604,
1552165493302,144,11747,4,3.254,4.012,0.261,5,3.052,6,4.185,7,3.855,9,2.604,
1552165493302,0,11747,4,3.254,4.012,0.261,5,3.052,6,4.185,7,3.855,9,2.604,
1552165493325,23,11770,4,3.254,4.012,0.261,5,3.053,6,4.186,7,3.852,9,2.606,
1552165493337,12,11782,4,3.254,4.012,0.261,5,3.053,6,4.186,7,3.852,9,2.606,
1552165493353,16,11798,4,3.254,4.012,0.261,5,3.053,6,4.186,7,3.852,9,2.606,
1552165493381,28,11826,4,3.254,4.012,0.261,5,3.053,6,4.186,7,3.852,9,2.606,
1552165493393,12,11838,4,3.254,4.012,0.261,5,3.053,6,4.187,7,3.855,9,2.606,
1552165493393,0,11838,4,3.254,4.012,0.261,5,3.053,6,4.187,7,3.855,9,2.606,
1552165493401,8,11846,4,3.254,4.012,0.261,5,3.053,6,4.187,7,3.855,9,2.606,
1552165493405,4,11850,4,3.254,4.012,0.261,5,3.053,6,4.187,7,3.855,9,2.606,
1552165493413,8,11858,4,3.254,4.012,0.261,5,3.053,6,4.187,7,3.855,9,2.606,
1552165493417,4,11862,4,3.254,4.012,0.261,5,3.053,6,4.187,7,3.855,9,2.606,
1552165493441,24,11886,4,3.258,4.007,0.258,5,3.053,6,4.187,7,3.855,9,2.607,
1552165493441,0,11886,4,3.258,4.007,0.258,5,3.053,6,4.187,7,3.855,9,2.607,
1552165493497,56,11942,4,3.258,4.007,0.258,5,3.053,6,4.187,7,3.855,9,2.607,
1552165493521,24,11966,4,3.258,4.007,0.258,5,3.053,6,4.187,7,3.855,9,2.607,
1552165493565,44,12010,4,3.258,4.007,0.258,5,3.053,6,4.187,7,3.855,9,2.607,
1552165493589,24,12034,4,3.258,4.007,0.258,5,3.053,6,4.181,7,3.855,9,2.607,
1552165493597,8,12042,4,3.258,4.007,0.258,5,3.051,6,4.181,7,3.852,9,2.607,
1552165493597,0,12042,4,3.258,4.007,0.258,5,3.051,6,4.181,7,3.852,9,2.607,
1552165493677,80,12122,4,3.260,4.003,0.257,5,3.051,6,4.181,7,3.852,9,2.607,
1552165493737,36,12182,4,3.260,4.003,0.257,5,3.051,6,4.181,7,3.852,9,2.604,
1552165493749,12,12194,4,3.260,4.003,0.257,5,3.051,6,4.189,7,3.852,9,2.604,
1552165493816,67,12261,4,3.261,4.000,0.255,5,3.051,6,4.189,7,3.852,9,2.604,
1552165493816,0,12261,4,3.261,4.000,0.255,5,3.051,6,4.189,7,3.852,9,2.604,
1552165493872,56,12317,4,3.261,4.000,0.255,5,3.053,6,4.189,7,3.854,9,2.605,
1552165493894,22,12339,4,3.261,4.000,0.255,5,3.053,6,4.189,7,3.854,9,2.605,
1552165493906,12,12351,4,3.261,4.000,0.255,5,3.053,6,4.189,7,3.854,9,2.605,
1552165493970,64,12415,4,3.261,4.000,0.255,5,3.053,6,4.189,7,3.854,9,2.605,
1552165493998,28,12443,4,3.265,3.994,0.253,5,3.052,6,4.186,7,3.855,9,2.602,
1552165494002,4,12447,4,3.265,3.994,0.253,5,3.052,6,4.186,7,3.855,9,2.602,
1552165494062,60,12507,4,3.265,3.994,0.253,5,3.052,6,4.186,7,3.855,9,2.602,
1552165494074,12,12519,4,3.265,3.994,0.253,5,3.052,6,4.186,7,3.855,9,2.602,
1552165494130,56,12575,4,3.265,3.994,0.253,5,3.052,6,4.186,7,3.855,9,2.602,
1552165494202,72,12647,4,3.267,3.988,0.249,5,3.056,6,4.186,7,3.857,9,2.602,
1552165494210,8,12655,4,3.267,3.988,0.249,5,3.056,6,4.186,7,3.857,9,2.602,
1552165494210,0,12655,4,3.267,3.988,0.249,5,3.056,6,4.186,7,3.857,9,2.602,
1552165494233,23,12678,4,3.267,3.988,0.249,5,3.056,6,4.186,7,3.857,9,2.608,
1552165494242,9,12687,4,3.267,3.988,0.249,5,3.056,6,4.186,7,3.857,9,2.608,
1552165494302,60,12747,4,3.267,3.988,0.249,5,3.056,6,4.186,7,3.857,9,2.608,
1552165494370,68,12815,4,3.269,3.983,0.244,5,3.058,6,4.173,7,3.859,9,2.608,
1552165494401,31,12846,4,3.269,3.983,0.244,5,3.058,6,4.173,7,3.859,9,2.608,
1552165494401,0,12846,4,3.269,3.983,0.244,5,3.058,6,4.173,7,3.859,9,2.608,
1552165494417,16,12862,4,3.269,3.983,0.244,5,3.058,6,4.173,7,3.859,9,2.607,
1552165494490,73,12935,4,3.269,3.983,0.244,5,3.058,6,4.173,7,3.859,9,2.607,
1552165494542,52,12987,4,3.247,4.019,0.204,5,3.054,6,4.189,7,3.853,9,2.607,
1552165494562,20,13007,4,3.247,4.019,0.204,5,3.054,6,4.189,7,3.853,9,2.820,
1552165494574,12,13019,4,3.247,4.019,0.204,5,3.054,6,4.189,7,3.853,9,2.820,
1552165494574,0,13019,4,3.247,4.019,0.204,5,3.054,6,4.189,7,3.853,9,2.820,
1552165494582,8,13027,4,3.247,4.019,0.204,5,3.054,6,4.189,7,3.853,9,2.820,
1552165494586,4,13031,4,3.247,4.019,0.204,5,3.054,6,4.189,7,3.853,9,2.820,
1552165494590,4,13035,4,3.247,4.019,0.204,5,3.054,6,4.189,7,3.853,9,2.820,
1552165494602,12,13047,4,3.247,4.019,0.204,5,3.054,6,4.189,7,3.853,9,2.820,
1552165494606,4,13051,4,3.247,4.019,0.204,5,3.054,6,4.189,7,3.853,9,2.820,
1552165494606,0,13051,4,3.247,4.019,0.204,5,3.054,6,4.189,7,3.853,9,2.820,
1552165494645,39,13090,4,3.247,4.019,0.204,5,3.054,6,4.182,7,3.853,9,2.820,
1552165494709,64,13154,4,3.232,4.042,0.179,5,3.054,6,4.182,7,3.851,9,2.607,
