1552162857980,68,22628,4,2.186,5.507,0.688,5,2.591,6,3.683,7,3.669,9,2.865,
1552162857984,4,22632,4,2.186,5.507,0.688,5,2.591,6,3.683,7,3.669,9,2.865,
1552162857984,0,22632,4,2.186,5.507,0.688,5,2.591,6,3.683,7,3.669,9,2.865,
1552162858008,24,22656,4,2.186,5.507,0.688,5,2.591,6,3.683,7,3.669,9,2.865,
1552162858024,16,22672,4,2.186,5.507,0.688,5,2.591,6,3.683,7,3.669,9,2.865,
1552162858028,4,22676,4,2.186,5.507,0.688,5,2.591,6,3.683,7,3.669,9,2.865,
1552162858036,8,22684,4,2.186,5.507,0.688,5,2.591,6,3.683,7,3.668,9,2.865,
1552162858056,20,22704,4,2.186,5.507,0.688,5,2.591,6,3.683,7,3.668,9,2.865,
1552162858056,0,22704,4,2.186,5.507,0.688,5,2.591,6,3.683,7,3.668,9,2.865,
1552162858072,16,22720,4,2.186,5.507,0.688,5,2.591,6,3.683,7,3.668,9,2.865,
1552162858152,80,22800,4,2.186,5.507,0.688,5,2.591,6,3.683,7,3.668,9,2.865,
1552162858172,20,22820,4,2.186,5.507,0.688,5,2.591,6,3.683,7,3.668,9,2.865,
1552162858179,7,22827,4,2.186,5.507,0.688,5,2.591,6,3.683,7,3.668,9,2.865,
1552162858211,32,22859,4,2.186,5.507,0.688,5,2.591,6,3.683,7,3.668,9,2.865,
1552162858211,0,22859,4,2.186,5.507,0.688,5,2.591,6,3.683,7,3.668,9,2.865,
1552162858227,16,22875,4,2.186,5.507,0.688,5,2.591,6,3.682,7,3.668,9,2.865,
1552162858287,60,22935,4,2.331,5.346,0.316,5,2.591,6,3.682,7,3.668,9,2.865,
1552162858343,56,22991,4,2.331,5.346,0.316,5,2.576,6,3.682,7,3.666,9,2.875,
1552162858395,52,23043,4,2.331,5.346,0.316,5,2.576,6,3.682,7,3.666,9,2.875,
1552162858440,45,23088,4,2.331,5.346,0.316,5,2.576,6,3.682,7,3.666,9,2.875,
1552162858443,3,23091,4,2.331,5.346,0.316,5,2.576,6,3.682,7,3.666,9,2.875,
1552162858452,9,23100,4,2.331,5.346,0.316,5,2.580,6,3.686,7,3.651,9,2.875,
1552162858523,71,23171,4,2.323,5.336,0.308,5,2.580,6,3.686,7,3.651,9,2.875,
1552162858547,24,23195,4,2.323,5.336,0.308,5,2.580,6,3.686,7,3.651,9,2.904,
1552162858599,52,23247,4,2.323,5.336,0.308,5,2.580,6,3.686,7,3.651,9,2.904,
1552162858615,16,23263,4,2.323,5.336,0.308,5,2.580,6,3.693,7,3.638,9,2.904,
1552162858615,0,23263,4,2.323,5.336,0.308,5,2.580,6,3.693,7,3.638,9,2.904,
1552162858659,44,23307,4,2.315,5.332,0.306,5,2.580,6,3.693,7,3.638,9,2.904,
1552162858715,56,23363,4,2.315,5.332,0.306,5,2.584,6,3.693,7,3.638,9,2.915,
1552162858739,24,23387,4,2.315,5.332,0.306,5,2.584,6,3.693,7,3.638,9,2.915,
1552162858759,20,23407,4,2.315,5.332,0.306,5,2.584,6,3.693,7,3.638,9,2.915,
1552162858843,84,23491,4,2.300,5.326,0.307,5,2.584,6,3.693,7,3.638,9,2.915,
1552162858843,0,23491,4,2.300,5.326,0.307,5,2.584,6,3.693,7,3.638,9,2.915,
1552162858902,59,23550,4,2.300,5.326,0.307,5,2.553,6,3.708,7,3.598,9,2.950,
1552162858934,32,23582,4,2.300,5.326,0.307,5,2.553,6,3.708,7,3.598,9,2.950,
1552162858947,13,23595,4,2.300,5.326,0.307,5,2.553,6,3.708,7,3.598,9,2.950,
1552162858994,47,23642,4,2.300,5.326,0.307,5,2.553,6,3.708,7,3.598,9,2.950,
1552162859003,9,23651,4,2.300,5.326,0.307,5,2.553,6,3.725,7,3.596,9,2.950,
1552162859003,0,23651,4,2.300,5.326,0.307,5,2.553,6,3.725,7,3.596,9,2.950,
1552162859034,31,23682,4,2.276,5.314,0.299,5,2.536,6,3.725,7,3.596,9,2.990,
1552162859090,56,23738,4,2.276,5.314,0.299,5,2.536,6,3.725,7,3.596,9,2.990,
1552162859110,20,23758,4,2.276,5.314,0.299,5,2.536,6,3.725,7,3.596,9,2.990,
1552162859114,4,23762,4,2.276,5.314,0.299,5,2.536,6,3.725,7,3.596,9,2.990,
1552162859130,16,23778,4,2.276,5.314,0.299,5,2.536,6,3.725,7,3.596,9,2.990,
1552162859130,0,23778,4,2.276,5.314,0.299,5,2.536,6,3.725,7,3.596,9,2.990,
1552162859138,8,23786,4,2.276,5.314,0.299,5,2.536,6,3.725,7,3.596,9,2.990,
1552162859142,4,23790,4,2.276,5.314,0.299,5,2.536,6,3.743,7,3.596,9,2.990,
1552162859158,16,23806,4,2.276,5.314,0.299,5,2.536,6,3.743,7,3.596,9,2.990,
1552162859174,16,23822,4,2.276,5.314,0.299,5,2.517,6,3.743,7,3.596,9,2.990,
1552162859265,91,23913,4,2.163,5.293,0.465,5,2.517,6,3.743,7,3.596,9,2.990,
1552162859265,0,23913,4,2.163,5.293,0.465,5,2.517,6,3.743,7,3.596,9,2.990,
1552162859281,16,23929,4,2.163,5.293,0.465,5,2.517,6,3.743,7,3.596,9,3.027,
1552162859289,8,23937,4,2.163,5.293,0.465,5,2.517,6,3.743,7,3.596,9,3.027,
1552162859329,40,23977,4,2.163,5.293,0.465,5,2.517,6,3.743,7,3.596,9,3.027,
1552162859341,12,23989,4,2.163,5.293,0.465,5,2.509,6,3.752,7,3.559,9,3.027,
1552162859409,68,24057,4,2.119,5.299,0.487,5,2.509,6,3.752,7,3.559,9,3.027,
1552162859409,0,24057,4,2.119,5.299,0.487,5,2.509,6,3.752,7,3.559,9,3.027,
1552162859413,4,24061,4,2.119,5.299,0.487,5,2.509,6,3.752,7,3.559,9,3.045,
